Contig	SoftClippedBases	TotalBases	Fraction
NODE_556_length_33475_cov_3.714885	136664	2481944	0.0550633
NODE_1045_length_28382_cov_3.769968	501998	3074125	0.163298
NODE_1559_length_25285_cov_3.503931	187507	2007463	0.093405
NODE_3245_length_20012_cov_3.495656	304914	1877856	0.162373
NODE_1941_length_23656_cov_3.796961	253652	1965445	0.129056
NODE_571_length_33199_cov_3.688036	209530	2571920	0.0814683
NODE_2580_length_21659_cov_3.510946	136089	1686047	0.0807148
NODE_1837_length_24079_cov_3.128649	1621580	4812674	0.33694
NODE_2684_length_21380_cov_3.002397	160670	1650515	0.0973454
NODE_2720_length_21259_cov_3.455718	167865	1789580	0.0938013
NODE_2321_length_22416_cov_3.667742	117376	1676817	0.0699993
NODE_156_length_43331_cov_3.762398	273886	3263407	0.0839264
NODE_2344_length_22321_cov_3.550176	145370	1649586	0.0881251
NODE_2954_length_20626_cov_3.473377	124287	1551660	0.0800994
NODE_1020_length_28628_cov_3.219566	260643	2441816	0.106741
NODE_2029_length_23377_cov_3.710499	339958	2419398	0.140513
NODE_184_length_42385_cov_3.498889	879492	5520254	0.159321
NODE_1467_length_25775_cov_3.647180	238510	2177651	0.109526
NODE_2741_length_21210_cov_3.740799	140584	1611364	0.0872453
NODE_882_length_29657_cov_3.238954	183384	2342140	0.0782976
NODE_2314_length_22447_cov_3.262395	175959	1785992	0.0985217
NODE_3089_length_20312_cov_3.429476	127526	1550547	0.0822458
NODE_1181_length_27462_cov_3.794723	164328	2056427	0.0799095
NODE_3199_length_20100_cov_3.851857	106242	1486283	0.0714817
NODE_1935_length_23687_cov_3.183186	441791	2158779	0.204649
NODE_3014_length_20480_cov_3.138413	278053	1705682	0.163016
NODE_1244_length_27051_cov_3.855076	144092	2326139	0.0619447
NODE_1936_length_23677_cov_3.578336	198812	1945394	0.102196
NODE_33_length_58250_cov_3.576826	681442	4917984	0.138561
NODE_2603_length_21591_cov_3.612926	93762	1603751	0.0584642
NODE_2400_length_22167_cov_3.413540	292190	1988683	0.146926
NODE_2236_length_22668_cov_3.905047	131021	1792954	0.0730755
NODE_1506_length_25601_cov_3.808093	204958	1905661	0.107552
NODE_190_length_42200_cov_3.471984	319051	3241024	0.0984414
NODE_1946_length_23645_cov_3.859297	128456	1796962	0.0714851
NODE_494_length_34304_cov_3.042567	636203	3362966	0.189179
NODE_2446_length_22033_cov_3.443740	111447	1676121	0.066491
NODE_3137_length_20231_cov_3.824856	112499	1474970	0.0762721
NODE_1880_length_23875_cov_3.459749	652851	3468947	0.188199
NODE_978_length_28949_cov_3.672270	426315	2676083	0.159306
NODE_53_length_53800_cov_3.757565	713846	5971095	0.11955
NODE_203_length_41539_cov_3.451375	325430	3352178	0.0970802
NODE_1590_length_25129_cov_3.585497	203581	1944157	0.104714
NODE_1872_length_23935_cov_3.320649	158602	1871831	0.0847309
NODE_390_length_36343_cov_3.845023	306608	2960341	0.103572
NODE_486_length_34433_cov_3.780684	413672	3396314	0.1218
NODE_2459_length_21991_cov_3.931436	259415	1838147	0.141129
NODE_1219_length_27224_cov_3.944590	156598	2106524	0.0743395
NODE_2266_length_22567_cov_3.292460	532985	2902758	0.183613
NODE_3218_length_20074_cov_3.741827	114408	1534501	0.0745571
NODE_2631_length_21480_cov_3.817595	123206	1575234	0.0782144
NODE_226_length_40854_cov_3.872237	321443	3192509	0.100687
NODE_1759_length_24458_cov_3.396855	259452	2026727	0.128015
NODE_1473_length_25761_cov_3.422298	346064	2333758	0.148286
NODE_1203_length_27324_cov_3.147107	502417	2530557	0.19854
NODE_1539_length_25365_cov_5.586915	621569	5064781	0.122724
NODE_18_length_63337_cov_3.725956	695869	5370539	0.129572
NODE_799_length_30601_cov_3.625107	468555	4135342	0.113305
NODE_427_length_35588_cov_3.629181	166695	2670853	0.0624126
NODE_2689_length_21357_cov_7.468059	949131	5651955	0.16793
NODE_1400_length_26104_cov_3.552317	119004	1955693	0.06085
NODE_2279_length_22531_cov_4.091521	94678	1646917	0.057488
NODE_1064_length_28237_cov_3.576267	157726	1980652	0.0796334
NODE_922_length_29371_cov_3.881252	365769	3397906	0.107645
NODE_3036_length_20429_cov_3.344368	73569	1512023	0.048656
NODE_2734_length_21226_cov_3.877361	170057	1615975	0.105235
NODE_128_length_45079_cov_3.165296	818760	4649972	0.176078
NODE_2373_length_22256_cov_3.764995	77491	1593974	0.048615
NODE_1028_length_28554_cov_3.668283	200880	2141599	0.0937991
NODE_977_length_28967_cov_3.724193	204863	2268209	0.0903193
NODE_2798_length_21031_cov_3.849369	219257	1856940	0.118074
NODE_873_length_29736_cov_3.323515	334796	3037202	0.110232
NODE_311_length_38391_cov_4.242662	164237	2882716	0.056973
NODE_1993_length_23472_cov_3.038420	464666	3548731	0.130939
NODE_2325_length_22410_cov_2.972032	163109	1730316	0.0942654
NODE_28_length_61056_cov_3.169300	540231	4968855	0.108723
NODE_1878_length_23899_cov_3.453319	428816	2633868	0.162808
NODE_1980_length_23520_cov_3.629606	372568	2086229	0.178584
NODE_984_length_28903_cov_3.677475	595670	3861859	0.154244
NODE_2999_length_20526_cov_4.868556	71842	1811800	0.0396523
NODE_511_length_34063_cov_3.717789	286594	2687196	0.106652
NODE_3162_length_20191_cov_3.783446	260329	1877867	0.13863
NODE_518_length_33956_cov_4.356677	368490	3467990	0.106255
NODE_3164_length_20184_cov_3.370575	153325	1468861	0.104384
NODE_553_length_33496_cov_3.646256	341214	2736793	0.124677
NODE_561_length_33378_cov_3.422429	299521	2772889	0.108018
NODE_625_length_32355_cov_3.873295	250595	2619705	0.0956577
NODE_1833_length_24101_cov_3.619490	102026	1680790	0.0607012
NODE_747_length_31074_cov_3.354221	231982	2473435	0.0937894
NODE_2850_length_20894_cov_4.048762	85197	1574287	0.0541178
NODE_1756_length_24464_cov_3.496409	130484	1778043	0.0733863
NODE_2181_length_22843_cov_3.586308	304019	2277545	0.133485
NODE_341_length_37541_cov_4.090193	213895	2806873	0.076204
NODE_763_length_30920_cov_3.650822	246311	2219270	0.110987
NODE_1781_length_24367_cov_3.659428	216066	2079299	0.103913
NODE_2990_length_20541_cov_3.762694	1340262	4481036	0.299096
NODE_1402_length_26103_cov_3.751500	174592	2038318	0.0856549
NODE_1901_length_23781_cov_3.366143	327996	2212681	0.148235
NODE_1883_length_23862_cov_3.718933	327461	2097455	0.156123
NODE_2227_length_22693_cov_3.205497	1330667	4966408	0.267933
NODE_2693_length_21354_cov_3.544248	106611	1645334	0.064796
NODE_3189_length_20127_cov_3.693479	100492	1449203	0.0693429
NODE_2545_length_21729_cov_3.510032	526970	2661698	0.197983
NODE_3045_length_20400_cov_3.497759	123472	1570473	0.0786209
NODE_602_length_32775_cov_3.512884	860988	4133597	0.20829
NODE_1909_length_23744_cov_3.356185	785609	3413399	0.230154
NODE_1675_length_24758_cov_3.376212	360911	3331934	0.108319
NODE_2466_length_21974_cov_4.300160	597765	3600305	0.166032
NODE_911_length_29445_cov_3.187726	962176	4391010	0.219124
NODE_618_length_32527_cov_3.723356	119769	2409901	0.0496987
NODE_1958_length_23612_cov_3.299621	113753	1686634	0.0674438
NODE_241_length_40304_cov_3.826216	831890	5795175	0.143549
NODE_1766_length_24430_cov_3.560972	152504	1996173	0.0763982
NODE_894_length_29582_cov_3.276634	387979	2576906	0.15056
NODE_3242_length_20014_cov_3.162591	116545	1497657	0.0778182
NODE_247_length_40111_cov_3.761821	456620	3521376	0.129671
NODE_221_length_40988_cov_3.832180	194167	3089201	0.0628535
NODE_1536_length_25381_cov_4.034768	213730	2446436	0.0873638
NODE_1025_length_28566_cov_3.506130	492435	2730137	0.18037
NODE_26_length_62198_cov_3.948244	567231	5510635	0.102934
NODE_2953_length_20627_cov_3.686818	150068	1553572	0.0965955
NODE_717_length_31374_cov_4.180080	1193073	9717256	0.122779
NODE_855_length_29924_cov_3.766907	266140	2368345	0.112374
NODE_1912_length_23737_cov_3.807302	91164	1736226	0.052507
NODE_2813_length_20998_cov_3.438107	117835	1533698	0.0768306
NODE_3010_length_20491_cov_3.216310	381567	2551369	0.149554
NODE_1199_length_27348_cov_3.406731	235727	2292447	0.102828
NODE_2470_length_21968_cov_3.517719	225876	1742717	0.129611
NODE_1071_length_28176_cov_3.704491	272732	2488166	0.109612
NODE_3101_length_20288_cov_3.320769	404379	1926166	0.20994
NODE_1503_length_25620_cov_3.795894	74563	1841991	0.0404796
NODE_2212_length_22740_cov_3.779471	468160	3533676	0.132485
NODE_1067_length_28230_cov_3.886851	323726	2466734	0.131237
NODE_1075_length_28172_cov_3.656859	468886	2800562	0.167426
NODE_2835_length_20928_cov_3.261078	101766	1429546	0.0711876
NODE_1885_length_23853_cov_3.455250	374543	2667216	0.140425
NODE_2146_length_22991_cov_3.658527	479157	2748111	0.174359
NODE_2225_length_22694_cov_3.639965	91450	1668568	0.0548075
NODE_2410_length_22149_cov_3.612517	159531	1761404	0.0905704
NODE_1224_length_27217_cov_3.030386	408638	2246162	0.181927
NODE_1108_length_27899_cov_3.569856	184119	1986465	0.0926868
NODE_2310_length_22451_cov_3.568540	851395	3973853	0.214249
NODE_326_length_37963_cov_3.443905	579776	3323096	0.174469
NODE_1441_length_25920_cov_3.581039	173607	1958013	0.0886649
NODE_481_length_34486_cov_3.322157	468456	3241013	0.14454
NODE_2824_length_20965_cov_3.684223	128099	1492796	0.0858115
NODE_239_length_40359_cov_3.551043	165987	2925416	0.0567396
NODE_843_length_30041_cov_3.662982	501950	3271041	0.153453
NODE_2297_length_22485_cov_3.495131	393244	2445556	0.160799
NODE_2876_length_20815_cov_3.301603	371625	1927857	0.192766
NODE_1427_length_25981_cov_3.620508	387533	3106352	0.124755
NODE_2036_length_23353_cov_3.162553	553917	2858631	0.19377
NODE_1493_length_25660_cov_3.176871	212354	1884882	0.112662
NODE_1404_length_26088_cov_3.276463	572587	3037522	0.188505
NODE_200_length_41646_cov_4.106626	236435	3160276	0.0748147
NODE_2194_length_22796_cov_3.524210	304998	2052244	0.148617
NODE_723_length_31308_cov_3.331763	222492	2487152	0.0894565
NODE_2444_length_22043_cov_3.520507	199180	1652370	0.120542
NODE_559_length_33393_cov_3.594552	264670	2559440	0.103409
NODE_339_length_37626_cov_3.445359	190414	2831141	0.067257
NODE_364_length_37019_cov_3.835536	422240	4322645	0.0976809
NODE_3024_length_20459_cov_3.856729	148069	1568410	0.0944071
NODE_1360_length_26304_cov_3.622438	299624	2283124	0.131234
NODE_468_length_34666_cov_3.834785	160992	2667659	0.0603495
NODE_371_length_36771_cov_3.635035	164545	2766997	0.059467
NODE_1812_length_24198_cov_3.530063	281145	2194287	0.128126
NODE_1931_length_23695_cov_3.307425	170316	1791981	0.0950434
NODE_1862_length_23963_cov_3.301877	102530	1785160	0.0574346
NODE_1121_length_27798_cov_3.404022	384180	3441230	0.11164
NODE_2158_length_22929_cov_2.942970	1554714	3960864	0.392519
NODE_2695_length_21341_cov_3.617786	470805	2225645	0.211536
NODE_3139_length_20220_cov_3.424532	146703	1576425	0.0930606
NODE_1948_length_23641_cov_3.859698	261155	1965431	0.132874
NODE_2066_length_23283_cov_3.392512	266561	2214949	0.120346
NODE_209_length_41344_cov_3.421772	447943	3439216	0.130246
NODE_152_length_43545_cov_3.975809	308520	3241210	0.0951867
NODE_1385_length_26195_cov_3.765328	136074	2055549	0.0661984
NODE_480_length_34492_cov_3.544820	190046	2575290	0.073796
NODE_2487_length_21918_cov_3.129658	292137	1822606	0.160285
NODE_1722_length_24575_cov_3.607656	510613	2661527	0.19185
NODE_2809_length_21010_cov_3.568457	321392	1990019	0.161502
NODE_766_length_30882_cov_3.448072	179817	2204330	0.0815744
NODE_580_length_33065_cov_3.717921	195418	2471356	0.0790732
NODE_424_length_35657_cov_3.936695	334141	3080389	0.108474
NODE_1817_length_24162_cov_3.357520	142398	1769923	0.0804543
NODE_1483_length_25688_cov_3.733479	168655	1994301	0.0845685
NODE_538_length_33670_cov_3.557922	630316	4023743	0.156649
NODE_1619_length_24997_cov_3.615230	2644120	15905426	0.16624
NODE_2168_length_22905_cov_3.941638	111235	1794225	0.0619961
NODE_473_length_34608_cov_3.451303	280176	2625988	0.106694
NODE_2751_length_21164_cov_3.588892	155751	1602454	0.0971953
NODE_3131_length_20241_cov_3.501043	305723	1761189	0.173589
NODE_2557_length_21714_cov_3.746056	132116	1691838	0.0780902
NODE_119_length_45487_cov_3.639861	725868	6737783	0.107731
NODE_1906_length_23759_cov_3.709214	132527	1848554	0.0716923
NODE_1987_length_23501_cov_3.723613	194871	2072902	0.0940088
NODE_2961_length_20614_cov_3.517475	104473	1527308	0.0684034
NODE_923_length_29366_cov_3.729046	214686	2359557	0.0909857
NODE_1184_length_27441_cov_3.633823	1008810	5180251	0.194742
NODE_2569_length_21684_cov_3.851888	148806	1635966	0.0909591
NODE_1031_length_28509_cov_3.529849	164636	2215128	0.0743235
NODE_881_length_29668_cov_4.841320	1421453	13597054	0.104541
NODE_452_length_35078_cov_3.830698	295926	2847500	0.103925
NODE_3143_length_20215_cov_3.371595	267589	2034764	0.131509
NODE_3050_length_20389_cov_3.643815	188945	1611988	0.117212
NODE_2395_length_22182_cov_3.632432	225198	2073901	0.108587
NODE_1175_length_27515_cov_3.703458	123568	1984601	0.0622634
NODE_1955_length_23621_cov_3.672264	213777	1836904	0.116379
NODE_1240_length_27081_cov_3.657253	155945	2140228	0.0728637
NODE_2002_length_23456_cov_3.548358	178692	1769954	0.100959
NODE_359_length_37217_cov_3.567972	360403	3211249	0.112231
NODE_2414_length_22122_cov_3.792580	91617	1721318	0.0532249
NODE_1943_length_23647_cov_3.691736	113362	1724437	0.0657386
NODE_2294_length_22494_cov_3.308238	147134	1850876	0.0794943
NODE_386_length_36417_cov_3.341126	592533	3807965	0.155604
NODE_283_length_39212_cov_3.763940	321320	3203814	0.100293
NODE_1770_length_24419_cov_3.250658	456872	3066692	0.148979
NODE_302_length_38623_cov_3.526633	232617	2877587	0.0808375
NODE_351_length_37384_cov_3.658361	644918	3808302	0.169345
NODE_573_length_33188_cov_3.771797	102630	2400877	0.0427469
NODE_2765_length_21120_cov_4.716807	2730089	17283111	0.157963
NODE_3100_length_20292_cov_3.393255	312426	2018294	0.154797
NODE_1416_length_26014_cov_3.754968	133650	1958345	0.0682464
NODE_78_length_50161_cov_3.497703	610206	4580873	0.133207
NODE_2825_length_20965_cov_2.865858	544342	2680593	0.203068
NODE_142_length_44290_cov_3.865289	249701	3275657	0.0762293
NODE_928_length_29347_cov_3.182542	748805	3636949	0.205888
NODE_1858_length_23983_cov_3.179241	777975	3808183	0.20429
NODE_2288_length_22514_cov_3.567879	129040	1634292	0.0789577
NODE_162_length_42989_cov_3.931336	220533	3319434	0.0664369
NODE_1797_length_24287_cov_3.279436	340359	2267517	0.150102
NODE_737_length_31142_cov_3.263022	248018	2413429	0.102766
NODE_969_length_29040_cov_3.588611	104479	2255661	0.0463186
NODE_2023_length_23384_cov_3.414344	346442	2448854	0.141471
NODE_2102_length_23166_cov_3.695973	209407	1905879	0.109874
NODE_3055_length_20372_cov_3.752824	246228	1829838	0.134563
NODE_1639_length_24931_cov_3.191970	287178	2017939	0.142313
NODE_853_length_29952_cov_4.192175	482851	4650401	0.10383
NODE_1327_length_26517_cov_3.441782	694139	3762201	0.184503
NODE_1873_length_23924_cov_3.902371	720255	3549833	0.202898
NODE_1636_length_24940_cov_3.501630	136379	1800137	0.0757603
NODE_704_length_31614_cov_3.843630	143144	2408272	0.0594385
NODE_2149_length_22963_cov_3.499300	315749	2213031	0.142677
NODE_2335_length_22370_cov_3.321854	133108	1635913	0.0813662
NODE_501_length_34188_cov_3.545895	302550	2840465	0.106514
NODE_840_length_30076_cov_3.370084	376864	2799870	0.134601
NODE_360_length_37214_cov_3.558561	398962	3436045	0.116111
NODE_1328_length_26516_cov_3.439490	1098650	4876866	0.225278
NODE_2050_length_23324_cov_3.111087	157240	1712865	0.0917994
NODE_2847_length_20900_cov_3.812846	421356	2155408	0.195488
NODE_2281_length_22530_cov_3.405555	128181	1719939	0.0745265
NODE_1069_length_28209_cov_3.509961	115361	2224697	0.0518547
NODE_2427_length_22080_cov_3.312907	255974	1781620	0.143675
NODE_1226_length_27209_cov_3.427554	146407	2032829	0.0720213
NODE_699_length_31652_cov_3.430767	467345	4338557	0.107719
NODE_1093_length_28043_cov_3.327405	261234	2442761	0.106942
NODE_3086_length_20325_cov_3.453179	129844	1464161	0.0886815
NODE_3011_length_20489_cov_3.480481	200342	1621008	0.123591
NODE_219_length_41022_cov_3.385993	784063	4030008	0.194556
NODE_2814_length_20996_cov_3.678375	590241	2415081	0.244398
NODE_58_length_52638_cov_3.513105	769138	6233087	0.123396
NODE_1530_length_25420_cov_4.322144	399530	2816868	0.141835
NODE_2552_length_21725_cov_2.920050	1061951	4321769	0.245721
NODE_1555_length_25307_cov_3.879483	83428	1795237	0.0464719
NODE_2982_length_20569_cov_3.486273	117456	1436830	0.0817466
NODE_2175_length_22875_cov_3.497366	165860	2066238	0.0802715
NODE_852_length_29962_cov_3.805646	102545	2240882	0.045761
NODE_2772_length_21108_cov_3.152839	256488	1802124	0.142325
NODE_10_length_70150_cov_3.661732	346119	5384387	0.064282
NODE_2192_length_22799_cov_3.322555	348215	2318600	0.150183
NODE_310_length_38421_cov_4.250431	596150	4500575	0.132461
NODE_1560_length_25282_cov_3.455347	320390	2360588	0.135725
NODE_381_length_36493_cov_4.012749	137099	2786916	0.0491938
NODE_606_length_32732_cov_3.639843	308201	2791845	0.110393
NODE_373_length_36764_cov_3.690031	331319	2966114	0.111701
NODE_2690_length_21355_cov_3.665694	75946	1670158	0.0454723
NODE_1638_length_24933_cov_3.639849	141337	1725438	0.0819137
NODE_1556_length_25302_cov_3.328651	299793	2236083	0.134071
NODE_590_length_32938_cov_3.552849	416377	3227237	0.12902
NODE_413_length_35866_cov_4.004893	242209	2703684	0.0895848
NODE_287_length_39101_cov_3.896877	199098	2854339	0.0697528
NODE_1656_length_24843_cov_3.670870	194882	1928047	0.101077
NODE_1436_length_25949_cov_3.529749	153537	1831181	0.0838459
NODE_2197_length_22794_cov_3.734303	374425	2666375	0.140425
NODE_2507_length_21842_cov_2.864692	2393345	16654575	0.143705
NODE_159_length_43060_cov_3.785387	389594	3446999	0.113024
NODE_925_length_29351_cov_5.347805	1966507	13369750	0.147086
NODE_582_length_33051_cov_3.423859	260142	2672032	0.0973574
NODE_2403_length_22159_cov_3.496419	195724	1904514	0.102768
NODE_2394_length_22185_cov_3.149416	155549	1705869	0.0911846
NODE_2886_length_20794_cov_3.231698	138996	1477758	0.0940587
NODE_2641_length_21460_cov_3.257291	162318	1659675	0.0978011
NODE_628_length_32319_cov_3.056580	355603	2628402	0.135292
NODE_1089_length_28083_cov_3.489673	186354	2365984	0.0787638
NODE_2463_length_21980_cov_3.506512	194222	1763617	0.110127
NODE_1825_length_24144_cov_3.351923	205192	1926782	0.106495
NODE_1552_length_25318_cov_3.807883	159625	1932936	0.0825816
NODE_2617_length_21519_cov_3.114239	215547	1768059	0.121912
NODE_2152_length_22947_cov_3.348608	241789	1805370	0.133928
NODE_2854_length_20891_cov_3.017314	205445	1663568	0.123497
NODE_1779_length_24382_cov_3.429189	294073	2110359	0.139347
NODE_768_length_30872_cov_3.378384	343209	2829543	0.121295
NODE_2912_length_20736_cov_3.736977	70590	1518001	0.0465019
NODE_2683_length_21380_cov_3.639303	128468	1611638	0.0797127
NODE_3019_length_20467_cov_3.186813	181670	1558260	0.116585
NODE_3177_length_20154_cov_3.458439	104723	1536246	0.0681681
NODE_1754_length_24478_cov_3.772755	576057	4674455	0.123235
NODE_73_length_50610_cov_3.637129	266128	3801084	0.0700137
NODE_1477_length_25718_cov_3.215309	446899	2273864	0.196537
NODE_1206_length_27294_cov_3.469829	145335	1886434	0.0770422
NODE_1783_length_24362_cov_2.969254	254302	1936680	0.131308
NODE_609_length_32699_cov_3.673190	158481	2523636	0.0627987
NODE_74_length_50534_cov_3.637771	461193	4290849	0.107483
NODE_2802_length_21019_cov_3.467973	175428	1538517	0.114024
NODE_2180_length_22845_cov_4.014244	86166	1665612	0.0517323
NODE_1368_length_26264_cov_3.371565	241726	2223743	0.108702
NODE_2420_length_22099_cov_3.146364	500663	3827473	0.130808
NODE_1439_length_25932_cov_3.428870	115915	1898720	0.061049
NODE_2356_length_22287_cov_3.222868	154823	1436744	0.10776
NODE_2497_length_21870_cov_3.377199	202873	1688334	0.120162
NODE_1095_length_28038_cov_3.095744	192819	2132630	0.0904137
NODE_2592_length_21616_cov_3.043408	229939	2046130	0.112378
NODE_2360_length_22281_cov_3.687269	103045	1610810	0.0639709
NODE_1617_length_25001_cov_3.760421	171587	1890932	0.090742
NODE_404_length_35980_cov_3.531145	434446	4837289	0.0898119
NODE_1611_length_25009_cov_3.427619	877501	4140463	0.211933
NODE_581_length_33053_cov_4.208199	482661	3109990	0.155197
NODE_3165_length_20178_cov_3.707306	278938	1799479	0.15501
NODE_2801_length_21019_cov_3.634895	80440	1595231	0.0504253
NODE_1445_length_25911_cov_3.509259	206109	1994353	0.103346
NODE_1489_length_25664_cov_3.552904	248492	2066528	0.120246
NODE_1165_length_27571_cov_3.548267	301841	2397618	0.125892
NODE_527_length_33828_cov_3.490913	126471	2576976	0.0490773
NODE_2785_length_21079_cov_3.616301	137172	1517532	0.0903915
NODE_1954_length_23624_cov_3.734750	85789	1652214	0.0519237
NODE_2453_length_22005_cov_3.815393	237783	2082982	0.114155
NODE_2428_length_22079_cov_7.211692	466842	2977557	0.156787
NODE_1448_length_25898_cov_3.218652	468427	2466321	0.189929
NODE_2750_length_21170_cov_3.317973	454504	3757422	0.120962
NODE_3134_length_20235_cov_3.724424	95118	1468774	0.0647601
NODE_782_length_30765_cov_3.363562	201613	2313203	0.0871575
NODE_2871_length_20832_cov_2.986447	301688	1772098	0.170243
NODE_2445_length_22038_cov_4.093714	78826	1686542	0.0467382
NODE_3159_length_20200_cov_3.866773	157510	1776886	0.0886438
NODE_2970_length_20595_cov_3.206479	293319	1881488	0.155897
NODE_2601_length_21599_cov_3.684791	247018	1871651	0.131979
NODE_720_length_31333_cov_3.853845	254001	2471740	0.102762
NODE_398_length_36056_cov_3.743221	146168	2699253	0.0541513
NODE_1966_length_23563_cov_4.327864	388471	3282835	0.118334
NODE_630_length_32284_cov_3.806556	147919	2330692	0.0634657
NODE_3042_length_20414_cov_3.570071	320370	2426799	0.132013
NODE_1049_length_28350_cov_3.501398	206731	2187479	0.0945065
NODE_167_length_42777_cov_4.154154	140714	3196055	0.0440274
NODE_1738_length_24535_cov_3.854763	166002	1821456	0.091137
NODE_1186_length_27432_cov_3.175539	215019	2195587	0.0979324
NODE_1875_length_23908_cov_3.929186	600737	3333492	0.180213
NODE_1998_length_23460_cov_3.034374	192303	1717997	0.111934
NODE_802_length_30578_cov_3.502215	193901	2277338	0.0851437
NODE_52_length_54166_cov_3.498363	259313	3868181	0.0670375
NODE_3196_length_20112_cov_3.668366	255310	1973868	0.129345
NODE_17_length_65525_cov_3.703665	346097	5081486	0.0681094
NODE_442_length_35214_cov_3.106849	413736	3103592	0.133309
NODE_2637_length_21467_cov_3.488253	348999	1954248	0.178585
NODE_2577_length_21669_cov_3.722995	93519	1561514	0.05989
NODE_2330_length_22382_cov_3.444240	404943	2411391	0.167929
NODE_1042_length_28397_cov_3.296699	221468	2050457	0.108009
NODE_1444_length_25915_cov_3.120429	186862	1788251	0.104494
NODE_2259_length_22592_cov_3.781132	274320	2095438	0.130913
NODE_1576_length_25219_cov_3.304061	214953	2145884	0.10017
NODE_1217_length_27227_cov_3.825826	271278	2495118	0.108724
NODE_1721_length_24590_cov_3.456045	150629	1913646	0.0787131
NODE_2189_length_22817_cov_3.772559	135804	1716272	0.0791273
NODE_1280_length_26809_cov_3.636129	435811	2427808	0.179508
NODE_299_length_38697_cov_16.074797	1300952	8978261	0.1449
NODE_1286_length_26782_cov_2.941386	270072	2056795	0.131307
NODE_2054_length_23312_cov_3.852540	153889	1861042	0.0826897
NODE_3097_length_20298_cov_3.757067	75325	1532635	0.0491474
NODE_974_length_29024_cov_3.530925	216061	2463142	0.0877176
NODE_1272_length_26871_cov_6.895861	1323322	9288860	0.142463
NODE_1610_length_25014_cov_4.627935	688503	3918529	0.175704
NODE_1180_length_27473_cov_3.373676	413315	2523970	0.163756
NODE_3027_length_20456_cov_3.317286	408235	1996818	0.204443
NODE_902_length_29520_cov_3.574692	190903	2083211	0.0916388
NODE_1661_length_24830_cov_3.449355	602243	2511892	0.239757
NODE_30_length_59794_cov_3.480710	679003	5234373	0.12972
NODE_2679_length_21393_cov_3.180332	334983	1863605	0.17975
NODE_2567_length_21689_cov_3.693886	113437	1639107	0.0692066
NODE_2920_length_20705_cov_3.461904	139214	1594972	0.087283
NODE_2867_length_20849_cov_3.723036	361673	2185303	0.165502
NODE_1802_length_24241_cov_3.716179	1641433	6557161	0.250327
NODE_2636_length_21469_cov_3.567993	213247	1776659	0.120027
NODE_2237_length_22664_cov_3.038688	380218	1938022	0.196189
NODE_2409_length_22149_cov_3.958549	2711126	13025557	0.208139
NODE_637_length_32218_cov_3.417666	182032	2348361	0.0775145
NODE_2736_length_21221_cov_3.691270	169475	1740189	0.0973888
NODE_1847_length_24045_cov_3.679821	199826	2014886	0.0991748
NODE_1282_length_26804_cov_3.968321	340652	3198965	0.106488
NODE_1021_length_28602_cov_3.913799	230088	2175062	0.105785
NODE_2732_length_21227_cov_3.693156	120215	1463663	0.082133
NODE_2517_length_21822_cov_3.371726	135721	1675890	0.0809844
NODE_3095_length_20306_cov_3.354085	1102841	8563406	0.128785
NODE_2371_length_22259_cov_3.743051	107578	1664515	0.0646302
NODE_2015_length_23411_cov_6.544012	2122192	9151961	0.231884
NODE_1997_length_23467_cov_3.251455	140522	1743481	0.0805985
NODE_1543_length_25359_cov_3.752019	893156	5970256	0.149601
NODE_2129_length_23055_cov_3.792429	138055	1714196	0.0805363
NODE_1471_length_25768_cov_3.436714	198639	1904933	0.104276
NODE_1643_length_24902_cov_2.869250	673610	3061435	0.220031
NODE_1800_length_24272_cov_3.633806	256956	1959118	0.131159
NODE_1196_length_27364_cov_3.469686	516483	2541227	0.203242
NODE_801_length_30586_cov_3.612327	213782	2290453	0.0933361
NODE_1332_length_26512_cov_3.273994	305353	2535346	0.120438
NODE_1297_length_26721_cov_3.593081	164811	2042654	0.0806847
NODE_2091_length_23211_cov_3.235462	326379	1834302	0.177931
NODE_13_length_68114_cov_3.343174	1418693	8424321	0.168404
NODE_583_length_32997_cov_3.614505	169622	2498892	0.0678789
NODE_2307_length_22456_cov_3.234647	263985	1960499	0.134652
NODE_35_length_57784_cov_3.561099	570685	4902236	0.116413
NODE_783_length_30754_cov_3.543859	309079	2601807	0.118794
NODE_906_length_29489_cov_3.398775	150869	2205060	0.0684195
NODE_79_length_49835_cov_3.292786	522901	4494074	0.116353
NODE_2399_length_22167_cov_5.915534	373686	3569495	0.104689
NODE_2682_length_21382_cov_3.358173	136867	1595041	0.0858078
NODE_2324_length_22410_cov_3.452826	250276	1756389	0.142495
NODE_426_length_35605_cov_3.469245	386206	3196432	0.120824
NODE_2558_length_21711_cov_3.569313	205952	1811341	0.113701
NODE_1562_length_25278_cov_3.461734	509684	2660719	0.191559
NODE_1585_length_25153_cov_3.260597	194374	1894105	0.10262
NODE_2989_length_20543_cov_3.477304	95899	1445357	0.0663497
NODE_15_length_67516_cov_3.678390	405460	5107848	0.0793798
NODE_1236_length_27134_cov_3.268911	282514	2269779	0.124468
NODE_2525_length_21800_cov_3.494678	153273	1668362	0.0918703
NODE_2922_length_20701_cov_3.307203	290200	1896656	0.153006
NODE_3149_length_20210_cov_3.340262	5462072	21374920	0.255536
NODE_1704_length_24625_cov_3.139403	344046	2561678	0.134305
